ID;Description
GO:0048592;eye morphogenesis
GO:0090596;sensory organ morphogenesis
GO:0030029;actin filament-based process
GO:0030036;actin cytoskeleton organization
GO:0002065;columnar/cuboidal epithelial cell differentiation
GO:0006935;chemotaxis
GO:0051301;cell division
GO:0061061;muscle structure development
GO:0002064;epithelial cell development
GO:0009968;negative regulation of signal transduction
GO:0001745;compound eye morphogenesis
GO:0044087;regulation of cellular component biogenesis
GO:0007476;imaginal disc-derived wing morphogenesis
GO:0040008;regulation of growth
GO:0007163;establishment or maintenance of cell polarity
GO:0010648;negative regulation of cell communication
GO:0042330;taxis
GO:0097485;neuron projection guidance
GO:0023057;negative regulation of signaling
GO:0030707;ovarian follicle cell development
GO:0002066;columnar/cuboidal epithelial cell development
GO:0007267;cell-cell signaling
GO:0048584;positive regulation of response to stimulus
GO:0051726;regulation of cell cycle
GO:0006468;protein phosphorylation
GO:0022603;regulation of anatomical structure morphogenesis
GO:0045597;positive regulation of cell differentiation
GO:0007411;axon guidance
GO:0021700;developmental maturation
GO:0045934;negative regulation of nucleobase-containing compound metabolic process
GO:0046530;photoreceptor cell differentiation
GO:0048870;cell motility
GO:0051253;negative regulation of RNA metabolic process
GO:0010720;positive regulation of cell development
GO:0051674;localization of cell
GO:0051130;positive regulation of cellular component organization
GO:0032879;regulation of localization
GO:0022613;ribonucleoprotein complex biogenesis
GO:0035282;segmentation
GO:0006397;mRNA processing
GO:0090066;regulation of anatomical structure size
GO:0045892;negative regulation of transcription, DNA-templated
GO:1902679;negative regulation of RNA biosynthetic process
GO:1903507;negative regulation of nucleic acid-templated transcription
GO:0009880;embryonic pattern specification
GO:0010647;positive regulation of cell communication
GO:0023056;positive regulation of signaling
GO:0045664;regulation of neuron differentiation
GO:0001754;eye photoreceptor cell differentiation
GO:0008219;cell death
GO:0001751;compound eye photoreceptor cell differentiation
GO:0097435;supramolecular fiber organization
GO:0001709;cell fate determination
GO:0010941;regulation of cell death
GO:0072089;stem cell proliferation
GO:0048469;cell maturation
GO:0031399;regulation of protein modification process
GO:0048638;regulation of developmental growth
GO:0016358;dendrite development
GO:0050808;synapse organization
GO:0051093;negative regulation of developmental process
GO:0048732;gland development
GO:0007391;dorsal closure
GO:0009967;positive regulation of signal transduction
GO:0061351;neural precursor cell proliferation
GO:0002376;immune system process
GO:0016331;morphogenesis of embryonic epithelium
GO:0012501;programmed cell death
GO:0048813;dendrite morphogenesis
GO:0002164;larval development
GO:0001667;ameboidal-type cell migration
GO:0043067;regulation of programmed cell death
GO:0008380;RNA splicing
GO:0007167;enzyme linked receptor protein signaling pathway
GO:0051962;positive regulation of nervous system development
GO:0007350;blastoderm segmentation
GO:1902531;regulation of intracellular signal transduction
GO:0090130;tissue migration
GO:0009792;embryo development ending in birth or egg hatching
GO:0007346;regulation of mitotic cell cycle
GO:0051247;positive regulation of protein metabolic process
GO:0090132;epithelium migration
GO:0009894;regulation of catabolic process
GO:0000375;RNA splicing, via transesterification reactions
GO:0000377;RNA splicing, via transesterification reactions with bulged adenosine as nucleophile
GO:0000398;mRNA splicing, via spliceosome
GO:0009719;response to endogenous stimulus
GO:0010631;epithelial cell migration
GO:0007405;neuroblast proliferation
GO:0042592;homeostatic process
GO:0042692;muscle cell differentiation
GO:0000122;negative regulation of transcription by RNA polymerase II
GO:0070887;cellular response to chemical stimulus
GO:0042254;ribosome biogenesis
GO:0080134;regulation of response to stress
GO:0019827;stem cell population maintenance
GO:0098727;maintenance of cell number
GO:0042325;regulation of phosphorylation
GO:0009798;axis specification
GO:0007419;ventral cord development
GO:0032270;positive regulation of cellular protein metabolic process
GO:0008356;asymmetric cell division
GO:0009953;dorsal/ventral pattern formation
GO:0032535;regulation of cellular component size
GO:0001700;embryonic development via the syncytial blastoderm
GO:0051146;striated muscle cell differentiation
GO:0009994;oocyte differentiation
GO:0022604;regulation of cell morphogenesis
GO:0031329;regulation of cellular catabolic process
GO:0016049;cell growth
GO:0051241;negative regulation of multicellular organismal process
GO:0010564;regulation of cell cycle process
GO:0007219;Notch signaling pathway
GO:0007528;neuromuscular junction development
GO:0007447;imaginal disc pattern formation
GO:0051493;regulation of cytoskeleton organization
GO:0048565;digestive tract development
GO:0055123;digestive system development
GO:0051640;organelle localization
GO:0050803;regulation of synapse structure or activity
GO:0001932;regulation of protein phosphorylation
GO:0007416;synapse assembly
GO:0050769;positive regulation of neurogenesis
GO:0000226;microtubule cytoskeleton organization
GO:0071495;cellular response to endogenous stimulus
GO:0007431;salivary gland development
GO:0035272;exocrine system development
GO:0035218;leg disc development
GO:0051656;establishment of organelle localization
GO:0045184;establishment of protein localization
GO:0002682;regulation of immune system process
GO:0015833;peptide transport
GO:0042981;regulation of apoptotic process
GO:0015031;protein transport
GO:0007507;heart development
GO:0120035;regulation of plasma membrane bounded cell projection organization
GO:0072359;circulatory system development
GO:0048863;stem cell differentiation
GO:0009952;anterior/posterior pattern specification
GO:0019220;regulation of phosphate metabolic process
GO:0051174;regulation of phosphorus metabolic process
GO:0031344;regulation of cell projection organization
GO:0042886;amide transport
GO:0071310;cellular response to organic substance
GO:0050807;regulation of synapse organization
GO:0060560;developmental growth involved in morphogenesis
GO:0007017;microtubule-based process
GO:0017145;stem cell division
GO:0001738;morphogenesis of a polarized epithelium
GO:0060322;head development
GO:0007548;sex differentiation
GO:0032940;secretion by cell
GO:0034660;ncRNA metabolic process
GO:0045596;negative regulation of cell differentiation
GO:0033044;regulation of chromosome organization
GO:0007015;actin filament organization
GO:0048608;reproductive structure development
GO:0061458;reproductive system development
GO:0035152;regulation of tube architecture, open tracheal system
GO:0044089;positive regulation of cellular component biogenesis
GO:0001708;cell fate specification
GO:0010638;positive regulation of organelle organization
GO:0007517;muscle organ development
GO:0051124;synaptic growth at neuromuscular junction
GO:1903311;regulation of mRNA metabolic process
GO:0099537;trans-synaptic signaling
GO:0048599;oocyte development
GO:0007297;ovarian follicle cell migration
GO:0032269;negative regulation of cellular protein metabolic process
GO:0099536;synaptic signaling
GO:0007268;chemical synaptic transmission
GO:0098916;anterograde trans-synaptic signaling
GO:0006914;autophagy
GO:0061919;process utilizing autophagic mechanism
GO:0051248;negative regulation of protein metabolic process
GO:0008593;regulation of Notch signaling pathway
GO:0031032;actomyosin structure organization
GO:0007298;border follicle cell migration
GO:0044265;cellular macromolecule catabolic process
GO:0007308;oocyte construction
GO:2000177;regulation of neural precursor cell proliferation
GO:0008285;negative regulation of cell proliferation
GO:0006915;apoptotic process
GO:0140014;mitotic nuclear division
GO:0032956;regulation of actin cytoskeleton organization
GO:0032970;regulation of actin filament-based process
GO:0030718;germ-line stem cell population maintenance
GO:0198738;cell-cell signaling by wnt
GO:0022416;chaeta development
GO:0031401;positive regulation of protein modification process
GO:0043900;regulation of multi-organism process
GO:1902532;negative regulation of intracellular signal transduction
GO:0031123;RNA 3'-end processing
GO:0007309;oocyte axis specification
GO:0001736;establishment of planar polarity
GO:0007164;establishment of tissue polarity
GO:0007435;salivary gland morphogenesis
GO:0022612;gland morphogenesis
GO:0010927;cellular component assembly involved in morphogenesis
GO:0051963;regulation of synapse assembly
GO:0007169;transmembrane receptor protein tyrosine kinase signaling pathway
GO:0071695;anatomical structure maturation
GO:0051961;negative regulation of nervous system development
GO:0065009;regulation of molecular function
GO:0042461;photoreceptor cell development
GO:0007059;chromosome segregation
GO:1904396;regulation of neuromuscular junction development
GO:0008582;regulation of synaptic growth at neuromuscular junction
GO:0007480;imaginal disc-derived leg morphogenesis
GO:0010975;regulation of neuron projection development
GO:0035265;organ growth
GO:0007478;leg disc morphogenesis
GO:0046903;secretion
GO:0007369;gastrulation
GO:0045666;positive regulation of neuron differentiation
GO:0006403;RNA localization
GO:0016072;rRNA metabolic process
GO:0044772;mitotic cell cycle phase transition
GO:0010769;regulation of cell morphogenesis involved in differentiation
GO:0045927;positive regulation of growth
GO:1902903;regulation of supramolecular fiber organization
GO:0046552;photoreceptor cell fate commitment
GO:0048546;digestive tract morphogenesis
GO:0009725;response to hormone
GO:0016322;neuron remodeling
GO:0006886;intracellular protein transport
GO:0042706;eye photoreceptor cell fate commitment
GO:0043484;regulation of RNA splicing
GO:0007293;germarium-derived egg chamber formation
GO:0048663;neuron fate commitment
GO:2000027;regulation of animal organ morphogenesis
GO:0060070;canonical Wnt signaling pathway
GO:0010608;posttranscriptional regulation of gene expression
GO:0007420;brain development
GO:0032543;mitochondrial translation
GO:0044770;cell cycle phase transition
GO:0034470;ncRNA processing
GO:0016055;Wnt signaling pathway
GO:0001752;compound eye photoreceptor fate commitment
GO:0055001;muscle cell development
GO:0023014;signal transduction by protein phosphorylation
GO:0002181;cytoplasmic translation
GO:0080135;regulation of cellular response to stress
GO:0060249;anatomical structure homeostasis
GO:0007051;spindle organization
GO:1905114;cell surface receptor signaling pathway involved in cell-cell signaling
GO:0010623;programmed cell death involved in cell development
GO:0055002;striated muscle cell development
GO:0032984;protein-containing complex disassembly
GO:0050684;regulation of mRNA processing
GO:0042551;neuron maturation
GO:0070925;organelle assembly
GO:0007224;smoothened signaling pathway
GO:0016569;covalent chromatin modification
GO:0051129;negative regulation of cellular component organization
GO:0042063;gliogenesis
GO:0022411;cellular component disassembly
GO:0000280;nuclear division
GO:0000910;cytokinesis
GO:0002168;instar larval development
GO:0030111;regulation of Wnt signaling pathway
GO:0016570;histone modification
GO:0030865;cortical cytoskeleton organization
GO:0072091;regulation of stem cell proliferation
GO:0006364;rRNA processing
GO:0060341;regulation of cellular localization
GO:0031400;negative regulation of protein modification process
GO:0060828;regulation of canonical Wnt signaling pathway
GO:0051235;maintenance of location
GO:0023061;signal release
GO:0042067;establishment of ommatidial planar polarity
GO:0000165;MAPK cascade
GO:0048568;embryonic organ development
GO:0040012;regulation of locomotion
GO:0098722;asymmetric stem cell division
GO:0000819;sister chromatid segregation
GO:0045926;negative regulation of growth
GO:1901987;regulation of cell cycle phase transition
GO:0099504;synaptic vesicle cycle
GO:0045787;positive regulation of cell cycle
GO:0048285;organelle fission
GO:1901990;regulation of mitotic cell cycle phase transition
GO:0001655;urogenital system development
GO:0072001;renal system development
GO:0099003;vesicle-mediated transport in synapse
GO:0035088;establishment or maintenance of apical/basal cell polarity
GO:0061245;establishment or maintenance of bipolar cell polarity
GO:0035215;genital disc development
GO:0043632;modification-dependent macromolecule catabolic process
GO:0002520;immune system development
GO:0048534;hematopoietic or lymphoid organ development
GO:1902850;microtubule cytoskeleton organization involved in mitosis
GO:0007446;imaginal disc growth
GO:0032880;regulation of protein localization
GO:0034330;cell junction organization
GO:0140053;mitochondrial gene expression
GO:1902275;regulation of chromatin organization
GO:0048639;positive regulation of developmental growth
GO:0030866;cortical actin cytoskeleton organization
GO:0007525;somatic muscle development
GO:1902692;regulation of neuroblast proliferation
GO:0070848;response to growth factor
GO:0007155;cell adhesion
GO:0098813;nuclear chromosome segregation
GO:0048024;regulation of mRNA splicing, via spliceosome
GO:0035329;hippo signaling
GO:0000070;mitotic sister chromatid segregation
GO:0022610;biological adhesion
GO:0042386;hemocyte differentiation
GO:0000380;alternative mRNA splicing, via spliceosome
GO:0000381;regulation of alternative mRNA splicing, via spliceosome
GO:0046620;regulation of organ growth
GO:0006897;endocytosis
GO:0009950;dorsal/ventral axis specification
GO:0000578;embryonic axis specification
GO:0051338;regulation of transferase activity
GO:0060548;negative regulation of cell death
GO:0051270;regulation of cellular component movement
GO:0071363;cellular response to growth factor stimulus
GO:0061640;cytoskeleton-dependent cytokinesis
GO:0009628;response to abiotic stimulus
GO:0008361;regulation of cell size
GO:0010721;negative regulation of cell development
GO:0031098;stress-activated protein kinase signaling cascade
GO:0001763;morphogenesis of a branching structure
GO:0048754;branching morphogenesis of an epithelial tube
GO:0060446;branching involved in open tracheal system development
GO:0061138;morphogenesis of a branching epithelium
GO:0019941;modification-dependent protein catabolic process
GO:0061326;renal tubule development
GO:0072002;Malpighian tubule development
GO:0035222;wing disc pattern formation
GO:0050768;negative regulation of neurogenesis
GO:1902533;positive regulation of intracellular signal transduction
GO:0048103;somatic stem cell division
GO:0010506;regulation of autophagy
GO:0043408;regulation of MAPK cascade
GO:0006511;ubiquitin-dependent protein catabolic process
GO:0030097;hemopoiesis
GO:0043254;regulation of protein complex assembly
GO:0051403;stress-activated MAPK cascade
GO:1905879;regulation of oogenesis
GO:0007351;tripartite regional subdivision
GO:0008595;anterior/posterior axis specification, embryo
GO:0006259;DNA metabolic process
GO:0007498;mesoderm development
GO:0010942;positive regulation of cell death
GO:0044093;positive regulation of molecular function
GO:0009948;anterior/posterior axis specification
GO:0031124;mRNA 3'-end processing
GO:0051049;regulation of transport
GO:0007474;imaginal disc-derived wing vein specification
GO:0032870;cellular response to hormone stimulus
GO:0043069;negative regulation of programmed cell death
GO:0007442;hindgut morphogenesis
GO:0061525;hindgut development
GO:0031346;positive regulation of cell projection organization
GO:0110053;regulation of actin filament organization
GO:2000241;regulation of reproductive process
GO:0009611;response to wounding
GO:0098657;import into cell
GO:0048619;embryonic hindgut morphogenesis
GO:0033365;protein localization to organelle
GO:0050770;regulation of axonogenesis
GO:0006955;immune response
GO:0006261;DNA-dependent DNA replication
GO:0030010;establishment of cell polarity
GO:0007254;JNK cascade
GO:0040017;positive regulation of locomotion
GO:0044257;cellular protein catabolic process
GO:0009896;positive regulation of catabolic process
GO:0030163;protein catabolic process
GO:0045995;regulation of embryonic development
GO:0071826;ribonucleoprotein complex subunit organization
GO:0042462;eye photoreceptor cell development
GO:0007365;periodic partitioning
GO:0008038;neuron recognition
GO:0060538;skeletal muscle organ development
GO:0001558;regulation of cell growth
GO:0010563;negative regulation of phosphorus metabolic process
GO:0045936;negative regulation of phosphate metabolic process
GO:0042051;compound eye photoreceptor development
GO:0051603;proteolysis involved in cellular protein catabolic process
GO:0040029;regulation of gene expression, epigenetic
GO:0007178;transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0008037;cell recognition
GO:0035330;regulation of hippo signaling
GO:0042327;positive regulation of phosphorylation
GO:0022618;ribonucleoprotein complex assembly
GO:0050790;regulation of catalytic activity
GO:0035214;eye-antennal disc development
GO:0042326;negative regulation of phosphorylation
GO:0051272;positive regulation of cellular component movement
GO:0043066;negative regulation of apoptotic process
GO:0010562;positive regulation of phosphorus metabolic process
GO:0045937;positive regulation of phosphate metabolic process
GO:0048878;chemical homeostasis
GO:0048640;negative regulation of developmental growth
GO:0007443;Malpighian tubule morphogenesis
GO:0061333;renal tubule morphogenesis
GO:0045786;negative regulation of cell cycle
GO:0034329;cell junction assembly
GO:0043631;RNA polyadenylation
GO:0006378;mRNA polyadenylation
GO:0008406;gonad development
GO:0045137;development of primary sexual characteristics
GO:0048645;animal organ formation
GO:0008154;actin polymerization or depolymerization
GO:0008544;epidermis development
GO:0034248;regulation of cellular amide metabolic process
GO:0045570;regulation of imaginal disc growth
GO:0043549;regulation of kinase activity
GO:0014016;neuroblast differentiation
GO:0007052;mitotic spindle organization
GO:0030239;myofibril assembly
GO:0014070;response to organic cyclic compound
GO:0008586;imaginal disc-derived wing vein morphogenesis
GO:0035172;hemocyte proliferation
GO:0045197;establishment or maintenance of epithelial cell apical/basal polarity
GO:0006260;DNA replication
GO:0035150;regulation of tube size
GO:0048675;axon extension
GO:0001933;negative regulation of protein phosphorylation
GO:0048859;formation of anatomical boundary
GO:0014902;myotube differentiation
GO:0032872;regulation of stress-activated MAPK cascade
GO:0070302;regulation of stress-activated protein kinase signaling cascade
GO:0031056;regulation of histone modification
GO:0043624;cellular protein complex disassembly
GO:0001934;positive regulation of protein phosphorylation
GO:0000281;mitotic cytokinesis
GO:1901654;response to ketone
GO:0007422;peripheral nervous system development
GO:0016333;morphogenesis of follicular epithelium
GO:0010453;regulation of cell fate commitment
GO:0033993;response to lipid
GO:0000768;syncytium formation by plasma membrane fusion
GO:0006949;syncytium formation
GO:0007520;myoblast fusion
GO:0140253;cell-cell fusion
GO:0060033;anatomical structure regression
GO:1990138;neuron projection extension
GO:0045859;regulation of protein kinase activity
GO:0006401;RNA catabolic process
GO:0008589;regulation of smoothened signaling pathway
GO:0045931;positive regulation of mitotic cell cycle
GO:0048806;genitalia development
GO:0015931;nucleobase-containing compound transport
GO:0007306;eggshell chorion assembly
GO:0016458;gene silencing
GO:0030334;regulation of cell migration
GO:0008358;maternal determination of anterior/posterior axis, embryo
GO:0036445;neuronal stem cell division
GO:0055057;neuroblast division
GO:0070647;protein modification by small protein conjugation or removal
GO:0044843;cell cycle G1/S phase transition
GO:0072594;establishment of protein localization to organelle
GO:0035151;regulation of tube size, open tracheal system
GO:0043068;positive regulation of programmed cell death
GO:0045466;R7 cell differentiation
GO:0007274;neuromuscular synaptic transmission
GO:0048588;developmental cell growth
GO:0008064;regulation of actin polymerization or depolymerization
GO:0030832;regulation of actin filament length
GO:0042273;ribosomal large subunit biogenesis
GO:0045216;cell-cell junction organization
GO:0002790;peptide secretion
GO:1903429;regulation of cell maturation
GO:1901701;cellular response to oxygen-containing compound
GO:0000082;G1/S transition of mitotic cell cycle
GO:0030706;germarium-derived oocyte differentiation
GO:0034504;protein localization to nucleus
GO:0007314;oocyte anterior/posterior axis specification
GO:0006402;mRNA catabolic process
GO:0051258;protein polymerization
GO:0045448;mitotic cell cycle, embryonic
GO:0010632;regulation of epithelial cell migration
GO:0008360;regulation of cell shape
GO:0051347;positive regulation of transferase activity
GO:2000243;positive regulation of reproductive process
GO:0046328;regulation of JNK cascade
GO:0031647;regulation of protein stability
GO:0009306;protein secretion
GO:0061024;membrane organization
GO:0007269;neurotransmitter secretion
GO:0051236;establishment of RNA localization
GO:0099643;signal release from synapse
GO:0031331;positive regulation of cellular catabolic process
GO:0051321;meiotic cell cycle
GO:0016203;muscle attachment
GO:0035148;tube formation
GO:0045610;regulation of hemocyte differentiation
GO:0051261;protein depolymerization
GO:0007427;epithelial cell migration, open tracheal system
GO:0008088;axo-dendritic transport
GO:1905881;positive regulation of oogenesis
GO:2000145;regulation of cell motility
GO:0055059;asymmetric neuroblast division
GO:0090068;positive regulation of cell cycle process
GO:0007450;dorsal/ventral pattern formation, imaginal disc
GO:0051650;establishment of vesicle localization
GO:0043085;positive regulation of catalytic activity
GO:0035075;response to ecdysone
GO:0036314;response to sterol
GO:0035315;hair cell differentiation
GO:0035316;non-sensory hair organization
GO:0009913;epidermal cell differentiation
GO:0007591;molting cycle, chitin-based cuticle
GO:0042303;molting cycle
GO:0010639;negative regulation of organelle organization
GO:0007043;cell-cell junction assembly
GO:0032101;regulation of response to external stimulus
GO:0051648;vesicle localization
GO:0007088;regulation of mitotic nuclear division
GO:0007098;centrosome cycle
GO:0043161;proteasome-mediated ubiquitin-dependent protein catabolic process
GO:0010256;endomembrane system organization
GO:0007568;aging
GO:0006606;protein import into nucleus
GO:2001252;positive regulation of chromosome organization
GO:0010259;multicellular organism aging
GO:0007367;segment polarity determination
GO:0035206;regulation of hemocyte proliferation
GO:0050657;nucleic acid transport
GO:0050658;RNA transport
GO:1901700;response to oxygen-containing compound
GO:0010498;proteasomal protein catabolic process
GO:0001703;gastrulation with mouth forming first
GO:0008407;chaeta morphogenesis
GO:0010004;gastrulation involving germ band extension
GO:0060491;regulation of cell projection assembly
GO:0120032;regulation of plasma membrane bounded cell projection assembly
GO:0042078;germ-line stem cell division
GO:0035277;spiracle morphogenesis, open tracheal system
GO:0008354;germ cell migration
GO:0035317;imaginal disc-derived wing hair organization
GO:0030952;establishment or maintenance of cytoskeleton polarity
GO:0048542;lymph gland development
GO:0090087;regulation of peptide transport
GO:0018193;peptidyl-amino acid modification
GO:0018205;peptidyl-lysine modification
GO:0007294;germarium-derived oocyte fate determination
GO:0007484;imaginal disc-derived genitalia development
GO:0035159;regulation of tube length, open tracheal system
GO:0007611;learning or memory
GO:0050890;cognition
GO:0070201;regulation of establishment of protein localization
GO:0006417;regulation of translation
GO:0008340;determination of adult lifespan
GO:1901137;carbohydrate derivative biosynthetic process
GO:0090263;positive regulation of canonical Wnt signaling pathway
GO:0001894;tissue homeostasis
GO:0032271;regulation of protein polymerization
GO:0006913;nucleocytoplasmic transport
GO:0051169;nuclear transport
GO:0001704;formation of primary germ layer
GO:1990778;protein localization to cell periphery
GO:0030951;establishment or maintenance of microtubule cytoskeleton polarity
GO:0030833;regulation of actin filament polymerization
GO:0045746;negative regulation of Notch signaling pathway
GO:0051495;positive regulation of cytoskeleton organization
GO:0097479;synaptic vesicle localization
GO:0007455;eye-antennal disc morphogenesis
GO:0048488;synaptic vesicle endocytosis
GO:0140238;presynaptic endocytosis
GO:1903827;regulation of cellular protein localization
GO:0030335;positive regulation of cell migration
GO:0036465;synaptic vesicle recycling
GO:0048489;synaptic vesicle transport
GO:0097480;establishment of synaptic vesicle localization
GO:0009826;unidimensional cell growth
GO:0050776;regulation of immune response
GO:0008298;intracellular mRNA localization
GO:0051170;import into nucleus
GO:0031347;regulation of defense response
GO:0031023;microtubule organizing center organization
GO:0030261;chromosome condensation
GO:0043297;apical junction assembly
GO:0051223;regulation of protein transport
GO:0016319;mushroom body development
GO:0042659;regulation of cell fate specification
GO:0016050;vesicle organization
GO:0043409;negative regulation of MAPK cascade
GO:0045214;sarcomere organization
GO:0019725;cellular homeostasis
GO:0019915;lipid storage
GO:0006812;cation transport
GO:0051050;positive regulation of transport
GO:0048190;wing disc dorsal/ventral pattern formation
GO:0006367;transcription initiation from RNA polymerase II promoter
GO:0006418;tRNA aminoacylation for protein translation
GO:0046847;filopodium assembly
GO:0007028;cytoplasm organization
GO:0010976;positive regulation of neuron projection development
GO:0030177;positive regulation of Wnt signaling pathway
GO:0043039;tRNA aminoacylation
GO:0030178;negative regulation of Wnt signaling pathway
GO:0071375;cellular response to peptide hormone stimulus
GO:1901653;cellular response to peptide
GO:0046621;negative regulation of organ growth
GO:0007626;locomotory behavior
GO:1903046;meiotic cell cycle process
GO:0032869;cellular response to insulin stimulus
GO:0008286;insulin receptor signaling pathway
GO:0030041;actin filament polymerization
GO:0002252;immune effector process
GO:0045465;R8 cell differentiation
GO:0031334;positive regulation of protein complex assembly
GO:0043902;positive regulation of multi-organism process
GO:0051783;regulation of nuclear division
GO:0042176;regulation of protein catabolic process
GO:0009101;glycoprotein biosynthetic process
GO:0051489;regulation of filopodium assembly
GO:0098662;inorganic cation transmembrane transport
GO:0033674;positive regulation of kinase activity
GO:0001505;regulation of neurotransmitter levels
GO:0008284;positive regulation of cell proliferation
GO:0016236;macroautophagy
GO:0098660;inorganic ion transmembrane transport
GO:0045860;positive regulation of protein kinase activity
GO:0006338;chromatin remodeling
GO:1902905;positive regulation of supramolecular fiber organization
GO:0006836;neurotransmitter transport
GO:0003007;heart morphogenesis
GO:0030856;regulation of epithelial cell differentiation
GO:0090090;negative regulation of canonical Wnt signaling pathway
GO:0010001;glial cell differentiation
GO:0051302;regulation of cell division
GO:0043038;amino acid activation
GO:0035194;posttranscriptional gene silencing by RNA
GO:0009954;proximal/distal pattern formation
GO:0035051;cardiocyte differentiation
GO:0036099;female germ-line stem cell population maintenance
GO:0043434;response to peptide hormone
GO:1901652;response to peptide
GO:0048193;Golgi vesicle transport
GO:0000956;nuclear-transcribed mRNA catabolic process
GO:0071900;regulation of protein serine/threonine kinase activity
GO:0032868;response to insulin
GO:0051225;spindle assembly
GO:0045087;innate immune response
GO:0035166;post-embryonic hemopoiesis
GO:0035167;larval lymph gland hemopoiesis
GO:0001666;response to hypoxia
GO:0016441;posttranscriptional gene silencing
GO:0006979;response to oxidative stress
GO:2000147;positive regulation of cell motility
GO:0008101;decapentaplegic signaling pathway
GO:0031058;positive regulation of histone modification
GO:0098609;cell-cell adhesion
GO:0042274;ribosomal small subunit biogenesis
GO:0007485;imaginal disc-derived male genitalia development
GO:0010669;epithelial structure maintenance
GO:0097305;response to alcohol
GO:0007494;midgut development
GO:0035017;cuticle pattern formation
GO:0060581;cell fate commitment involved in pattern specification
GO:0007310;oocyte dorsal/ventral axis specification
GO:0010160;formation of animal organ boundary
GO:0046532;regulation of photoreceptor cell differentiation
GO:0072659;protein localization to plasma membrane
GO:0098655;cation transmembrane transport
GO:2000647;negative regulation of stem cell proliferation
GO:0045930;negative regulation of mitotic cell cycle
GO:0034332;adherens junction organization
GO:0042060;wound healing
GO:0046843;dorsal appendage formation
GO:0030705;cytoskeleton-dependent intracellular transport
GO:0034220;ion transmembrane transport
GO:1901989;positive regulation of cell cycle phase transition
GO:0006974;cellular response to DNA damage stimulus
GO:0045879;negative regulation of smoothened signaling pathway
GO:0008347;glial cell migration
GO:0036335;intestinal stem cell homeostasis
GO:0032506;cytokinetic process
GO:0007173;epidermal growth factor receptor signaling pathway
GO:0038127;ERBB signaling pathway
GO:0032784;regulation of DNA-templated transcription, elongation
GO:0017038;protein import
GO:0048871;multicellular organismal homeostasis
GO:0070828;heterochromatin organization
GO:0007406;negative regulation of neuroblast proliferation
GO:0060537;muscle tissue development
GO:2000178;negative regulation of neural precursor cell proliferation
GO:0009895;negative regulation of catabolic process
GO:0031330;negative regulation of cellular catabolic process
GO:0010634;positive regulation of epithelial cell migration
GO:0030716;oocyte fate determination
GO:0030858;positive regulation of epithelial cell differentiation
GO:0045887;positive regulation of synaptic growth at neuromuscular junction
GO:0046626;regulation of insulin receptor signaling pathway
GO:1900076;regulation of cellular response to insulin stimulus
GO:1904398;positive regulation of neuromuscular junction development
GO:0048511;rhythmic process
GO:0044786;cell cycle DNA replication
GO:0045185;maintenance of protein location
GO:0048865;stem cell fate commitment
GO:0051965;positive regulation of synapse assembly
GO:0032786;positive regulation of DNA-templated transcription, elongation
GO:0035050;embryonic heart tube development
GO:1901992;positive regulation of mitotic cell cycle phase transition
GO:0032386;regulation of intracellular transport
GO:0010970;transport along microtubule
GO:0007623;circadian rhythm
GO:0090092;regulation of transmembrane receptor protein serine/threonine kinase signaling pathway
GO:0002683;negative regulation of immune system process
