protein1,protein2,combined_score
YBR253W,YGL070C,0.8
YBR253W,YMR112C,0.9937
YBR253W,YIL143C,0.8
YBR253W,YLR005W,0.8
YBR254C,YMR218C,0.9802
YBR254C,YLR260W,0.685
YBR254C,YLR342W,0.649
YBR254C,YPL235W,0.565
YBR254C,YDR407C,0.9802
YBR254C,YNL049C,0.9196
YBR254C,YGR166W,0.9802
YBR254C,YOR022C,0.9
YBR254C,YKR068C,0.9808
YBR254C,YOR115C,0.9802
YBR254C,YEL048C,0.9319
YBR254C,YDL195W,0.9
YBR254C,YDR472W,0.9808
YBR254C,YIL109C,0.906
YBR254C,YGR143W,0.614
YBR254C,YDR246W,0.9802
YBR254C,YNL181W,0.649
YBR254C,YLR208W,0.9
YBR254C,YLR026C,0.91
YBR254C,YJR125C,0.608
YBR254C,YDR108W,0.9802
YBR254C,YFL038C,0.9445
YBR254C,YLR268W,0.9056000000000001
YBR254C,YPR181C,0.908
YBR254C,YML077W,0.9802
YBR254C,YKL196C,0.9199
YBR255C-A,YBL045C,0.632
YBR255W,YMR015C,0.657
YBR256C,YBR092C,0.9
YBR256C,YDL024C,0.9
YBR256C,YPR073C,0.9
YBR256C,YAR071W,0.9
YBR256C,YDR236C,0.9107000000000001
YBR256C,YBR093C,0.9
YBR256C,YOL143C,0.9
YBR256C,YHR215W,0.9
YBR257W,YMR059W,0.9
YBR257W,YBL026W,0.72
YBR257W,YHR034C,0.72
YBR257W,YLR197W,0.9
YBR257W,YOR310C,0.9
YBR257W,YLR438C-A,0.72
YBR257W,YER146W,0.72
YBR257W,YHR089C,0.72
YBR257W,YNL282W,0.9808
YBR257W,YLR145W,0.9808
YBR257W,YAL033W,0.9808
YBR257W,YLR175W,0.72
YBR257W,YIR015W,0.9808
YBR257W,YDR378C,0.7368
YBR257W,YNL221C,0.9808
YBR257W,YHR062C,0.9808
YBR257W,YPL083C,0.9
YBR257W,YLR105C,0.9
YBR257W,YDL014W,0.9
YBR257W,YNL147W,0.72
YBR257W,YER127W,0.9
YBR257W,YEL026W,0.9
YBR257W,YDL208W,0.72
YBR257W,YGR030C,0.9808
YBR257W,YPR137W,0.9
YBR257W,YBR167C,0.9808
YBR257W,YHR072W-A,0.72
YBR257W,YML091C,0.9
YBR257W,YBL018C,0.9808
YBR257W,YER112W,0.72
YBR257W,YAR008W,0.9
YBR257W,YDR478W,0.9616
YBR258C,YKL018W,0.8026
YBR258C,YDR469W,0.9053599999999999
YBR258C,YBR175W,0.9048
YBR258C,YLR015W,0.9006
YBR258C,YAR003W,0.8026
YBR258C,YPL138C,0.80316
YBR258C,YHR119W,0.9053599999999999
YBR259W,YOL005C,0.633
YBR260C,YKR055W,0.56
YBR260C,YOR101W,0.9
YBR260C,YLR229C,0.9
YBR260C,YNL098C,0.9
YBR260C,YDL140C,0.585
YBR260C,YNL090W,0.9498
YBR260C,YDR239C,0.583
YBR260C,YLR337C,0.585
YBR260C,YKL092C,0.9
YBR260C,YAL048C,0.9
YBR260C,YGR196C,0.626
YBR260C,YOR181W,0.585
YBR260C,YOR008C,0.56
YBR260C,YHR023W,0.585
YBR260C,YDL203C,0.666
YBR260C,YIL118W,0.956
YBR260C,YML019W,0.66
YBR260C,YPR165W,0.9297
YBR262C,YMR203W,0.9
YBR262C,YNL100W,0.9291
YBR262C,YOR045W,0.9
YBR262C,YGR235C,0.9314
YBR262C,YPR133W-A,0.9
YBR262C,YCL057C-A,0.9581
YBR262C,YNL121C,0.9
YBR262C,YMR060C,0.9
YBR262C,YGR082W,0.9
YBR262C,YHR083W,0.9
YBR262C,YKR016W,0.956
YBR262C,YNL070W,0.9
YBR262C,YNL026W,0.9
YBR262C,YFR011C,0.9291
YBR262C,YNL131W,0.9
YBR263W,YDR062W,0.8
YBR263W,YFL018C,0.65
YBR263W,YBL013W,0.9
YBR263W,YGR204W,0.961
YBR263W,YGR155W,0.9
YBR263W,YAL044C,0.65
YBR263W,YGL125W,0.9
YBR263W,YFR031C-A,0.592
YBR263W,YKL132C,0.9
YBR263W,YDR408C,0.9
YBR263W,YPL023C,0.9
YBR263W,YLR058C,0.9374
YBR263W,YLR028C,0.9
YBR263W,YOL049W,0.8
YBR263W,YOR241W,0.9
YBR263W,YFL030W,0.9
YBR263W,YBR084W,0.9
YBR263W,YMR296C,0.8
YBR263W,YKR080W,0.9
YBR263W,YFR044C,0.8
YBR263W,YOR236W,0.9
YBR263W,YMR189W,0.9
YBR263W,YDR232W,0.9
YBR263W,YER086W,0.9
YBR263W,YER026C,0.9
YBR263W,YDR019C,0.9291
YBR263W,YGL026C,0.9
YBR263W,YOR074C,0.9
YBR263W,YMR120C,0.9
YBR263W,YPL017C,0.65
YBR263W,YGR208W,0.9293
YBR263W,YCL064C,0.9
YBR263W,YEL046C,0.9581
YBR264C,YER136W,0.9358
YBR264C,YKR014C,0.9
YBR264C,YNL093W,0.9
YBR264C,YJL031C,0.9
YBR264C,YPR176C,0.9
YBR264C,YOR270C,0.724
YBR264C,YOR089C,0.9281
YBR264C,YOR370C,0.613
YBR264C,YGL210W,0.9
YBR264C,YFL005W,0.9
YBR264C,YFL038C,0.9
YBR264C,YLR262C,0.9281
YBR264C,YER031C,0.9
YBR264C,YML001W,0.9281
YBR265W,YDR062W,0.9077000000000001
YBR265W,YLR260W,0.9
YBR265W,YHL003C,0.9
YBR265W,YPR035W,0.765
YBR265W,YKR053C,0.9
YBR265W,YMR296C,0.9075
YBR265W,YBR126C,0.608
YBR265W,YDR297W,0.9
YBR265W,YKL008C,0.9
YBR265W,YPL087W,0.9
YBR265W,YJL134W,0.924
YBR265W,YOR171C,0.9
YBR266C,YFL029C,0.662
YBR266C,YNL055C,0.517
YBR267W,YKR063C,0.72
YBR267W,YDR091C,0.9
YBR267W,YDL075W,0.8
YBR267W,YPR102C,0.8
YBR267W,YMR290C,0.9
YBR267W,YER126C,0.9
YBR267W,YHR088W,0.9
YBR267W,YLR221C,0.9
YBR267W,YGL030W,0.8
YBR267W,YBL028C,0.9
YBR267W,YDL031W,0.9
YBR267W,YFR001W,0.9
YBR267W,YNR038W,0.9
YBR267W,YPL211W,0.9
YBR267W,YER006W,0.9
YBR267W,YPR143W,0.9
YBR267W,YDR101C,0.9945
YBR267W,YDR500C,0.9
YBR267W,YLR340W,0.803
YBR267W,YHR141C,0.8
YBR267W,YGL031C,0.913
YBR267W,YLR106C,0.9
YBR267W,YNL061W,0.9
YBR267W,YDR012W,0.585
YBR267W,YPL043W,0.9
YBR267W,YFR031C-A,0.98
YBR267W,YIL018W,0.98
YBR267W,YOR294W,0.9
YBR267W,YDL082W,0.8
YBR267W,YDL213C,0.72
YBR267W,YKL006W,0.8
YBR267W,YJL177W,0.9
YBR267W,YOR046C,0.9
YBR267W,YLR075W,0.803
YBR267W,YDR087C,0.9
YBR267W,YPL131W,0.8
YBR267W,YDR496C,0.9
YBR267W,YGL135W,0.9
YBR267W,YOR206W,0.9
YBR267W,YLL034C,0.9
YBR267W,YHR066W,0.91
YBR267W,YAL059W,0.9
YBR267W,YGL099W,0.808
YBR267W,YFR032C-A,0.8
YBR267W,YDR288W,0.585
YBR267W,YMR049C,0.9
YBR267W,YKL009W,0.9
YBR267W,YLR074C,0.9
YBR267W,YBR191W,0.8
YBR267W,YGL111W,0.9
YBR267W,YHL033C,0.855
YBR267W,YJL189W,0.8
YBR267W,YOL120C,0.804
YBR267W,YDR083W,0.75864
YBR267W,YDR418W,0.9
YBR267W,YHR085W,0.9
YBR267W,YBL092W,0.8
YBR267W,YNL002C,0.9
YBR267W,YHL001W,0.98
YBR267W,YIR026C,0.9273
YBR267W,YPR043W,0.8
YBR267W,YAL025C,0.9
YBR267W,YKL180W,0.9913
YBR267W,YKR048C,0.759
YBR267W,YGL103W,0.98
YBR267W,YGL147C,0.8
YBR267W,YLR029C,0.8
YBR267W,YNL227C,0.9691
YBR267W,YLR387C,0.585
YBR267W,YHR052W,0.9
YBR267W,YNL110C,0.9
YBR267W,YNL162W,0.8
YBR267W,YGL078C,0.9207000000000001
YBR267W,YLR325C,0.8
YBR267W,YPL093W,0.906
YBR267W,YKR094C,0.8
YBR267W,YBL087C,0.8
YBR267W,YOR063W,0.9853
YBR267W,YDR471W,0.9
YBR267W,YGL076C,0.98
YBR267W,YER036C,0.9
YBR267W,YLR009W,0.9585
YBR267W,YOL127W,0.98
YBR267W,YLR185W,0.98
YBR267W,YER002W,0.9
YBR267W,YDR060W,0.9172
YBR267W,YOL041C,0.9
YBR267W,YDR507C,0.588
YBR267W,YBR031W,0.803
YBR267W,YIL148W,0.8
YBR267W,YJR094W-A,0.8
YBR267W,YMR242C,0.851
YBR267W,YNL301C,0.8
YBR267W,YPR016C,0.9581
YBR267W,YHR010W,0.8
YBR267W,YKL172W,0.9
YBR267W,YAL035W,0.9
YBR267W,YBL027W,0.98
YBR267W,YNL224C,0.9
YBR267W,YLR061W,0.913
YBR267W,YDL136W,0.98
YBR267W,YBR084C-A,0.8
YBR267W,YPL143W,0.8
YBR267W,YGL029W,0.9
YBR267W,YLR397C,0.9
YBR267W,YKR081C,0.9
YBR267W,YER117W,0.803
YBR267W,YML073C,0.8
YBR267W,YOR272W,0.9
YBR267W,YOL077C,0.9
YBR267W,YLL008W,0.9
YBR267W,YOR312C,0.8
YBR267W,YMR194W,0.8
YBR267W,YDR312W,0.54
YBR267W,YLR002C,0.9
YBR267W,YGR103W,0.9
YBR267W,YCL054W,0.9
YBR267W,YLR344W,0.8
YBR267W,YDL191W,0.98
YBR267W,YIR012W,0.9
YBR267W,YIL133C,0.8
YBR267W,YHR170W,0.9808
YBR267W,YER056C-A,0.98
YBR267W,YPL226W,0.9
YBR267W,YGR218W,0.9081
YBR267W,YPL169C,0.9
YBR267W,YMR139W,0.808
YBR267W,YNR053C,0.9
YBR268W,YDL202W,0.662
YBR268W,YNL185C,0.662
YBR270C,YKL203C,0.72
YBR270C,YNL047C,0.56416
YBR270C,YER093C,0.73932
YBR270C,YMR068W,0.72
YBR270C,YJL058C,0.9
YBR270C,YPL124W,0.747
YBR270C,YOL078W,0.72
YBR270C,YIL105C,0.56416
YBR270C,YNL006W,0.72
YBR272C,YPL001W,0.696
YBR272C,YJL092W,0.581
YBR272C,YCR066W,0.581
YBR272C,YOL054W,0.6
YBR272C,YKL145W,0.912
YBR272C,YDR317W,0.56
YBR272C,YOR117W,0.698
YBR272C,YDL007W,0.698
YBR272C,YOR261C,0.698
YBR272C,YIL007C,0.585
YBR272C,YDR427W,0.696
YBR272C,YEL056W,0.747
YBR272C,YHR027C,0.56
YBR272C,YFR052W,0.702
YBR272C,YER021W,0.698
YBR272C,YDL097C,0.71
YBR272C,YGL048C,0.565
YBR272C,YDR394W,0.565
YBR272C,YNL030W,0.565
YBR272C,YPL167C,0.581
YBR272C,YLL022C,0.808
YBR272C,YGL087C,0.581
YBR272C,YHL030W,0.585
YBR272C,YNL082W,0.581
YBR273C,YJR053W,0.588
YBR273C,YDR411C,0.808
YBR273C,YDL126C,0.787
YBR274W,YMR284W,0.581
YBR274W,YOR080W,0.536
YBR274W,YBR136W,0.9072
YBR274W,YML058W,0.536
YBR274W,YER095W,0.9217
YBR274W,YJL164C,0.662
YBR274W,YDL003W,0.56
YBR274W,YJR122W,0.581
YBR274W,YPL203W,0.662
YBR274W,YBL025W,0.599
YBR274W,YDR113C,0.889
YBR274W,YIL033C,0.646
YBR274W,YDR499W,0.8
YBR274W,YMR270C,0.592
YBR274W,YDL220C,0.585
YBR274W,YKL166C,0.662
YBR274W,YMR036C,0.9
YBR274W,YKL101W,0.662
YBR275C,YDR440W,0.585
YBR275C,YLR453C,0.8837999999999999
YBR275C,YMR284W,0.585
YBR275C,YOR033C,0.585
YBR275C,YDL220C,0.88268
YBR275C,YPL128C,0.54
YBR275C,YDR052C,0.581
YBR275C,YDR082W,0.80316
YBR275C,YLR010C,0.72
YBR275C,YNL330C,0.536
YBR275C,YOR156C,0.536
YBR275C,YER133W,0.581
YBR275C,YNL186W,0.585
YBR275C,YOR187W,0.536
YBR275C,YDR217C,0.581
YBR275C,YER173W,0.581
YBR275C,YDR138W,0.585
YBR275C,YDL017W,0.581
YBR275C,YOR048C,0.581
YBR275C,YNL216W,0.97536
YBR275C,YNL139C,0.585
YBR275C,YKL005C,0.655
YBR275C,YBR060C,0.536
YBR276C,YER099C,0.808
YBR276C,YOL061W,0.735
YBR276C,YKL181W,0.808
YBR276C,YER081W,0.507
YBR276C,YBL068W,0.808
YBR278W,YJR043C,0.9189
YBR278W,YNL262W,0.9808
YBR278W,YPR175W,0.9808
YBR278W,YAL038W,0.65
YBR278W,YLR103C,0.617
YBR278W,YDR121W,0.9808
YBR278W,YLR318W,0.9
YBR278W,YDR489W,0.617
YBR278W,YDL042C,0.581
YBR278W,YPL167C,0.9581
YBR278W,YKL067W,0.65
YBR278W,YJR069C,0.65
YBR278W,YDL102W,0.9581
YBR278W,YIL139C,0.9
YBR278W,YJR006W,0.9
YBR278W,YDL220C,0.536
YBR278W,YLR274W,0.617
YBR278W,YMR078C,0.581
YBR278W,YJL090C,0.585
YBR278W,YER005W,0.65
YBR278W,YOR347C,0.65
YBR278W,YJL065C,0.861
YBR279W,YGR252W,0.536
YBR279W,YOR040W,0.662
YBR279W,YOR123C,0.94624
YBR279W,YLR418C,0.94624
YBR279W,YGL244W,0.94624
YBR279W,YDL140C,0.585
YBR279W,YMR042W,0.536
YBR279W,YJL140W,0.581
YBR279W,YGR005C,0.581
YBR279W,YGL207W,0.808
YBR279W,YGR116W,0.581
YBR279W,YLR113W,0.56
YBR279W,YOL145C,0.94624
YBR279W,YKL161C,0.8
YBR279W,YML069W,0.808
YBR279W,YLR430W,0.662
YBR279W,YAL021C,0.808
YBR279W,YNL251C,0.536
YBR279W,YKL088W,0.617
YBR279W,YLL063C,0.662
YBR279W,YEL009C,0.536
YBR279W,YNL031C,0.581
YBR279W,YHR066W,0.725
YBR279W,YDL074C,0.585
YBR279W,YMR041C,0.654
YBR279W,YHR030C,0.8668
YBR279W,YPL084W,0.662
YBR280C,YLR352W,0.9
YBR280C,YNL311C,0.9
YBR280C,YLR097C,0.9
YBR280C,YLR368W,0.9
YBR280C,YDL132W,0.9382
YBR280C,YIL046W,0.9
YBR280C,YOL133W,0.9382
YBR280C,YNL141W,0.637
YBR280C,YDR054C,0.9289000000000001
YBR280C,YFL029C,0.655
YBR280C,YDR306C,0.9
YBR280C,YDR219C,0.72
YBR280C,YFL009W,0.9
YBR280C,YBR135W,0.54
YBR280C,YOR080W,0.9
YBR280C,YDR131C,0.9
YBR280C,YJL149W,0.9
YBR280C,YLR224W,0.9
YBR280C,YJR090C,0.72
YBR280C,YIL001W,0.54
YBR280C,YML088W,0.9
YBR280C,YDR328C,0.9445
YBR280C,YEL060C,0.719
YBR281C,YNL119W,0.808
YBR281C,YFR044C,0.9296
YBR281C,YNL191W,0.9808
YBR282W,YBR122C,0.8
YBR282W,YOR150W,0.8
YBR282W,YHL004W,0.934
YBR282W,YJR101W,0.8
YBR282W,YDR175C,0.8
YBR282W,YPL173W,0.859
YBR282W,YPR166C,0.8
YBR282W,YER050C,0.8
YBR282W,YBL090W,0.8
YBR282W,YHR059W,0.8
YBR282W,YGR076C,0.8
YBR282W,YCR071C,0.8
YBR282W,YNL177C,0.8
YBR282W,YBL038W,0.8
YBR282W,YNL284C,0.917
YBR282W,YNR037C,0.8
YBR282W,YML025C,0.917
YBR282W,YDR347W,0.8
YBR282W,YDR115W,0.8
YBR282W,YDR405W,0.859
YBR282W,YPR100W,0.8
YBR282W,YGL129C,0.8
YBR282W,YPL013C,0.8
YBR282W,YMR286W,0.8
YBR282W,YMR193W,0.8
YBR282W,YHR147C,0.8
YBR282W,YNL137C,0.8
YBR282W,YBR146W,0.8
YBR282W,YDR494W,0.8
YBR282W,YKL003C,0.8
YBR282W,YLR439W,0.859
YBR282W,YBR251W,0.8
YBR282W,Q0140,0.8
YBR282W,YNR036C,0.8
YBR282W,YDR337W,0.8
YBR282W,YDR322W,0.8
YBR282W,YKR006C,0.8
YBR282W,YJL063C,0.8
YBR282W,YDR237W,0.8
YBR282W,YCR046C,0.922
YBR282W,YNR022C,0.807
YBR282W,YGR165W,0.8
YBR282W,YNL252C,0.8
YBR282W,YNL081C,0.8
YBR282W,YGR084C,0.8
YBR282W,YKL170W,0.8
YBR282W,YNL306W,0.8
YBR282W,YML009C,0.8
YBR282W,YDR462W,0.8
YBR282W,YKL138C,0.8
YBR282W,YEL050C,0.8
YBR282W,YNL122C,0.8
YBR282W,YNL005C,0.8
YBR282W,YJL096W,0.8
YBR282W,YDL045W-A,0.8
YBR282W,YGR215W,0.8
YBR282W,YMR158W,0.8
YBR282W,YDR041W,0.8
YBR282W,YMR188C,0.8
YBR282W,YCR003W,0.8
YBR282W,YDR296W,0.8
YBR282W,YJR113C,0.8
YBR282W,YLR312W-A,0.8
YBR282W,YOR158W,0.8
YBR282W,YKR085C,0.8
YBR282W,YPL118W,0.8
YBR282W,YDR036C,0.8
YBR282W,YDL145C,0.61
YBR282W,YMR024W,0.8
YBR282W,YGR220C,0.8
YBR282W,YIL093C,0.805
YBR282W,YPL183W-A,0.8
YBR283C,YDL075W,0.8
YBR283C,YKL154W,0.536
YBR283C,YLR378C,0.9445
YBR283C,YER087C-B,0.9581
YBR283C,YDR012W,0.8
YBR283C,YJL189W,0.8
YBR283C,YKL180W,0.8
YBR283C,YDR086C,0.9912
YBR283C,YCL045C,0.595
YBR283C,YOL127W,0.8
YBR283C,YKL209C,0.581
YBR283C,YER019C-A,0.9912
YBR283C,YBR171W,0.536
YBR283C,YBL027W,0.8
YBR283C,YPL244C,0.57
YBR283C,YDL136W,0.8
YBR283C,YBR084C-A,0.8
YBR283C,YGL231C,0.595
YBR283C,YOR016C,0.64
YBR283C,YLR344W,0.8
YBR283C,YDL191W,0.8
YBR284W,YML035C,0.507
YBR284W,YJL070C,0.808
YBR287W,YPL235W,0.597
YBR288C,YJR005W,0.9
YBR288C,YPL259C,0.82024
YBR288C,YNL084C,0.56
YBR288C,YKL135C,0.72
YBR288C,YOR036W,0.56
YBR288C,YDR495C,0.56
YBR288C,YKR014C,0.536
YBR288C,YJL024C,0.8054
YBR288C,YNL093W,0.536
YBR288C,YBL037W,0.72
YBR288C,YGL095C,0.56
YBR288C,YGR261C,0.94624
YBR288C,YOL062C,0.72
YBR288C,YPL195W,0.94624
YBR288C,YHL019C,0.72
YBR288C,YJR058C,0.9
YBR288C,YOR089C,0.56
YBR288C,YPR029C,0.72
YBR288C,YLR170C,0.72
YBR289W,YKR008W,0.54
YBR289W,YJL176C,0.9721
YBR289W,YML027W,0.656
YBR289W,YNR023W,0.9662000000000001
YBR289W,YIL126W,0.54
YBR289W,YDR073W,0.9632000000000001
YBR289W,YFR037C,0.5694400000000001
YBR289W,YML127W,0.54
YBR289W,YGR056W,0.56898
YBR289W,YCR020W-B,0.54
YBR289W,YHR056C,0.54
YBR289W,YBL006C,0.54
YBR289W,YNL207W,0.7
YBR289W,YPL016W,0.9662000000000001
YBR289W,YEL037C,0.56
YBR289W,YEL009C,0.56
YBR289W,YLR357W,0.54
YBR289W,YHR155W,0.565
YBR289W,YMR091C,0.54
YBR289W,YLR033W,0.54
YBR289W,YHL025W,0.9627
YBR289W,YDR303C,0.54
YBR289W,YGR275W,0.9275
YBR289W,YPR133C,0.585
YBR289W,YBL008W,0.581
YBR289W,YKR001C,0.565
YBR289W,YOR038C,0.581
YBR289W,YPL178W,0.808
YBR289W,YER162C,0.56
YBR289W,YMR033W,0.9607
YBR289W,YJL207C,0.608
YBR289W,YOR140W,0.56
YBR289W,YPL129W,0.9585
YBR289W,YML007W,0.609
YBR289W,YFL049W,0.9652000000000001
YBR289W,YCR052W,0.54
YBR289W,YLR039C,0.56
YBR289W,YLR321C,0.54
YBR289W,YPR034W,0.9291
YBR289W,YOR290C,0.9698
YBR290W,YOL122C,0.585
YBR290W,YPL176C,0.581
YBR290W,YHR008C,0.536
YBR290W,YOR270C,0.629
YBR290W,YER125W,0.581
YBR290W,YJR104C,0.585
YBR290W,YOR256C,0.581
YBR290W,YCL001W,0.536
YBR294W,YGR125W,0.808
YBR294W,YLR092W,0.808
YBR295W,YJL001W,0.9
YBR295W,YML092C,0.9
YBR295W,YPR103W,0.9
YBR295W,YLR100W,0.619
YBR295W,YER094C,0.9
YBR295W,YGL011C,0.9
YBR295W,YLR167W,0.536
YBR295W,YBR041W,0.653
YBR295W,YKR094C,0.536
YBR295W,YOL038W,0.9
YBR295W,YIL030C,0.536
YBR295W,YGR135W,0.9
YBR295W,YGR253C,0.9
YBR295W,YOR157C,0.9
YBR295W,YMR314W,0.9
YBR295W,YER012W,0.9
YBR295W,YHR072W,0.582
YBR295W,YOR362C,0.9
YBR295W,YBR135W,0.592
YBR295W,YBL041W,0.9
YBR295W,YFR050C,0.9
YBR296C,YDL010W,0.585
YBR296C-A,YJL030W,0.56
YBR296C-A,YKL022C,0.56
YBR299W,YIL099W,0.9
YBR299W,YGR262C,0.651
YBR299W,YGR289C,0.56
YBR299W,YGR292W,0.609
YBR299W,YIL162W,0.9
YCL001W,YPR183W,0.536
YCL001W,YCL043C,0.618
YCL001W,YAL058W,0.618
YCL001W,YBR290W,0.536
YCL004W,YPR054W,0.662
YCL004W,YHR100C,0.9
YCL004W,YDL142C,0.9
YCL004W,YBR029C,0.9
YCL004W,YOL028C,0.662
YCL004W,YPR113W,0.9
YCL004W,YER026C,0.9358
YCL005W,YKR046C,0.581
YCL005W-A,YPL271W,0.72
YCL005W-A,YEL027W,0.944
YCL005W-A,YHR026W,0.944
YCL005W-A,YLR447C,0.944
YCL005W-A,YKL016C,0.72
YCL005W-A,YOR270C,0.98852
YCL005W-A,YOL077W-A,0.72
YCL005W-A,YDR226W,0.9
YCL005W-A,Q0085,0.72
YCL005W-A,YKL080W,0.944
YCL005W-A,YDL185W,0.72
YCL005W-A,YML081C-A,0.72
YCL005W-A,YMR054W,0.72
YCL005W-A,YOR020W-A,0.54
YCL005W-A,YLR295C,0.72
YCL005W-A,YDR377W,0.72
YCL005W-A,YPR036W,0.944
YCL005W-A,YBL099W,0.72
YCL005W-A,YDR298C,0.72
YCL005W-A,YPR020W,0.72
YCL005W-A,YPL078C,0.72
YCL005W-A,YJR121W,0.72
YCL005W-A,YBR127C,0.944
YCL005W-A,YPR170W-B,0.8
YCL005W-A,YEL051W,0.944
YCL005W-A,YGR106C,0.8
YCL005W-A,YDR322C-A,0.72
YCL005W-A,YPL234C,0.944
YCL005W-A,YBR039W,0.72
YCL005W-A,YGR020C,0.944
YCL005W-A,Q0130,0.72
YCL005W-A,YOR332W,0.944
YCL005W-A,YDL004W,0.72
YCL005W-A,YGR105W,0.56
YCL005W-A,Q0080,0.72
YCL005W-A,YER170W,0.9
YCL005W-A,YHR039C-A,0.944
YCL008C,YPL002C,0.9
YCL008C,YLR417W,0.9581
YCL008C,YKL048C,0.581
YCL008C,YJL172W,0.581
YCL008C,YLR119W,0.9929
YCL008C,YPL065W,0.9924000000000001
YCL008C,YLL039C,0.581
YCL008C,YGL045W,0.56
YCL008C,YNR006W,0.8837999999999999
YCL008C,YFL026W,0.581
YCL008C,YJR102C,0.9
YCL008C,YGR206W,0.9929
YCL008C,YLR167W,0.581
YCL008C,YKL002W,0.9
YCL008C,YKR001C,0.585
YCL008C,YLR025W,0.9585
YCL008C,YHL002W,0.82024
YCL008C,YKL041W,0.9297
YCL008C,YMR077C,0.9093
YCL008C,YPL084W,0.585
YCL008C,YDR069C,0.585
YCL009C,YMR108W,0.9581
YCL009C,YGL062W,0.8
YCL009C,YNL104C,0.8
YCL009C,YML054C,0.8
YCL009C,YBR218C,0.8
YCL009C,YER178W,0.8
YCL009C,YAL038W,0.8130000000000001
YCL009C,YER086W,0.9
YCL009C,YJR016C,0.581
YCL009C,YPL165C,0.651
YCL009C,YDL174C,0.8
YCL009C,YOR347C,0.8
YCL009C,YEL071W,0.8
YCL009C,YBR221C,0.8
YCL009C,YLR355C,0.9581
YCL009C,YKL029C,0.8
YCL009C,YCL064C,0.9
YCL009C,YCL018W,0.9
YCL009C,YDL178W,0.8
YCL009C,YOR108W,0.8
YCL010C,YDR145W,0.9787
YCL010C,YPL254W,0.9685
YCL010C,YGL112C,0.9808
YCL010C,YNL107W,0.72
YCL010C,YFL039C,0.80092
YCL010C,YBR111W-A,0.9206
YCL010C,YAL034C,0.54
YCL010C,YOR023C,0.80092
YCL010C,YPL047W,0.9334
YCL010C,YDR392W,0.9736
YCL010C,YMR127C,0.7379199999999999
YCL010C,YDR190C,0.54
YCL010C,YGL066W,0.966
YCL010C,YGR002C,0.72
YCL010C,YDR359C,0.75248
YCL010C,YEL018W,0.73652
YCL010C,YOR213C,0.72
YCL010C,YGR252W,0.9808
YCL010C,YBR198C,0.9808
YCL010C,YOL148C,0.9744
YCL010C,YCR082W,0.77488
YCL010C,YPL235W,0.54
YCL010C,YHR090C,0.7530399999999999
YCL010C,YGL252C,0.9
YCL010C,YBR081C,0.9808
YCL010C,YDR167W,0.9787
YCL010C,YOR244W,0.75248
YCL010C,YMR223W,0.9657
YCL010C,YDR176W,0.9738
YCL010C,YLR055C,0.9658
YCL010C,YER164W,0.9314
YCL010C,YJR082C,0.72
YCL010C,YFL024C,0.73568
YCL010C,YJL081C,0.73568
YCL010C,YDR448W,0.9808
YCL010C,YNL136W,0.7421199999999999
YCL010C,YML007W,0.61
YCL010C,YOR338W,0.54
YCL010C,YDR181C,0.72
YCL010C,YMR236W,0.9787
YCL010C,YPR023C,0.72
YCL010C,YHR099W,0.9343
YCL011C,YHR167W,0.796
YCL011C,YDR138W,0.649
YCL011C,YKL068W,0.586
YCL011C,YIL149C,0.583
YCL011C,YDL084W,0.736
YCL011C,YJR032W,0.629
YCL011C,YDR432W,0.56
YCL011C,YPL178W,0.808
YCL011C,YJL006C,0.613
YCL011C,YML062C,0.808
YCL011C,YDR381W,0.793
YCL011C,YNL139C,0.808
YCL011C,YPL169C,0.585
YCL014W,YDL225W,0.585
YCL014W,YJL063C,0.67
YCL014W,YBR155W,0.659
YCL014W,YLR229C,0.56
YCL014W,YJR092W,0.585
YCL014W,YBL038W,0.689
YCL014W,YFR028C,0.56
YCL014W,YPR119W,0.808
YCL014W,YHR107C,0.585
YCL014W,YJR138W,0.608
YCL014W,YPL256C,0.808
YCL014W,YDR164C,0.67
YCL014W,YGR229C,0.56
YCL014W,YCR002C,0.599
YCL014W,YCR038C,0.585
YCL014W,YKR085C,0.726
YCL014W,YBR160W,0.56
YCL014W,YGR220C,0.607
YCL016C,YNL065W,0.662
YCL016C,YNL262W,0.855
YCL016C,YNL290W,0.72
YCL016C,YMR078C,0.98012
YCL016C,YJR068W,0.72
YCL016C,YER016W,0.536
YCL016C,YOL094C,0.72
YCL016C,YBR087W,0.80064
YCL016C,YHR191C,0.98012
YCL017C,Q0250,0.59
YCL017C,YDL120W,0.9599
YCL017C,YHR111W,0.9445
YCL017C,Q0045,0.59
YCL017C,YER048W-A,0.9787
YCL017C,YPL135W,0.9599
YCL017C,YOR251C,0.889
YCL017C,YKL192C,0.662
YCL017C,YPL252C,0.9
YCL017C,YEL024W,0.59
YCL017C,YOR226C,0.9
YCL017C,YJR104C,0.581
YCL018W,YOR377W,0.536
YCL018W,YLR086W,0.626
YCL018W,YKR039W,0.56
YCL018W,YGL009C,0.9445
YCL018W,YCL009C,0.9
YCL018W,YMR108W,0.9
YCL018W,YER086W,0.9
YCL018W,YOR244W,0.536
YCL018W,YJL074C,0.626
YCL018W,YCL064C,0.9
YCL019W,YDR261W-B,0.808
YCL019W,YDR261W-A,0.808
YCL024W,YDR162C,0.599
YCL024W,YPL031C,0.599
YCL024W,YHR107C,0.536
