protein1,protein2,combined_score
K08F11.3.1,F28D1.7.1,0.9
K08F11.3.1,B0336.10.3,0.9
K08F11.3.1,K02B2.5,0.9
K08F11.3.1,C53H9.1,0.9
K08F11.3.1,C23G10.3.1,0.9
K08F11.3.1,F22B5.2a,0.9
K08F11.3.1,F39B2.6.2,0.9
K08F11.3.1,Y24D9A.4a,0.9
K08F11.3.1,B0513.3a,0.9
K08F11.3.1,Y71A12B.1a,0.9
K08F11.3.1,T07A9.11.1,0.9
K08F11.3.1,F40F11.1.2,0.9
K08F11.3.1,C37A2.7,0.9
K08F11.3.1,C42C1.14.2,0.9
K08F11.3.1,F55D10.2,0.9
K08F11.3.1,Y37E3.10,0.9
K08F11.3.1,D2013.7,0.9523
K08F11.3.1,F56E10.4.1,0.9
K08F11.3.1,C06B8.8.6,0.9
K08F11.3.1,B0393.1.1,0.9
K08F11.3.1,Y59A8A.1,0.69472
K08F11.3.1,JC8.3a,0.9
K08F11.3.1,Y74C10AR.1,0.9
K08F11.3.1,R08D7.3,0.9
K08F11.3.1,M01F1.2.1,0.9
K08F11.3.1,F28C6.7a.3,0.9
K08F11.3.1,Y62E10A.1,0.9
K08F11.3.1,K04G2.1.1,0.9
K08F11.3.1,C03H5.5,0.9
K08F11.3.1,R04A9.4,0.9
K08F11.3.1,Y55F3AM.15,0.7670399999999999
K08F11.3.1,F10E7.7.2,0.9
K08F11.3.1,Y105E8A.16.1,0.9
K08F11.3.1,F56F3.5,0.9
K08F11.3.1,F40F8.10,0.9
K08F11.3.1,D1007.6.2,0.9
K08F11.3.1,Y43B11AR.4,0.9
K08F11.3.1,Y39G10AR.8,0.9
K08F11.3.1,T16G1.11,0.9
K08F11.3.1,M110.4a,0.9
K08F11.3.1,Y54E2A.11a.1,0.9
K08F11.3.1,Y48G8AL.8a,0.9
K08F11.3.1,C17G10.9a,0.9
K08F11.3.1,B0511.10,0.9
K08F11.3.1,T24B8.1a.1,0.9
K08F11.3.1,F53G12.10.1,0.9
K08F11.3.1,T22F3.4,0.9
K08F11.3.1,C04F12.4.2,0.9
K08F11.3.1,F57B9.6a.2,0.9
K08F11.3.1,C41D11.2,0.9
K08F11.3.1,F25H2.10,0.9
K08F11.3.1,C27D11.1,0.9
K08F11.3.1,Y41D4B.5,0.9
K08F11.3.1,B0412.4,0.9
K08F11.3.1,Y108G3AL.1.2,0.523
K08F11.3.1,C37C3.2a.1,0.9
K08F11.3.1,C14B9.7.1,0.9
K08F11.3.1,Y40B10A.2,0.633
K08F11.3.1,T01C3.6.1,0.9
K08F11.3.1,Y57G11C.16,0.9
K08F11.3.1,B0025.2.2,0.69472
K08F11.3.1,F42C5.8,0.9
K08F11.3.1,Y73B3A.18a,0.9
K08F11.3.1,B0547.1,0.69472
K08F11.3.1,C27A2.2a,0.9
K08F11.3.1,B0348.6b.1,0.9
K08F11.3.1,W09C5.6a,0.9
K08F11.3.1,C32E8.2a,0.9
K08F11.3.1,F37C12.4,0.9
K08F11.3.1,C09D4.5.1,0.9
K08F11.3.1,Y37E3.7.2,0.9
K08F11.3.1,Y48B6A.2.1,0.9
K08F11.3.1,E04A4.8,0.9
K08F11.3.1,ZC434.2,0.9
K08F11.3.1,T23D8.4,0.9
K08F11.3.1,R151.3.2,0.9
K08F11.3.1,C54C6.1.2,0.9
K08F11.3.1,F37C12.9.1,0.9
K08F11.3.1,T05E11.1,0.9
K08F11.3.1,T05F1.3.1,0.9
K08F11.3.1,R13A5.8,0.9
K08F11.3.1,C26F1.4.2,0.9
K08F11.3.1,B0250.1,0.9
K08F11.3.1,F13B10.2a.1,0.9
K08F11.3.1,F52B5.6.4,0.9
K08F11.3.1,ZK1010.1,0.9
K08F11.3.1,Y37E3.8a,0.9
K08F11.3.1,F37C12.11,0.9
K08F11.3.1,C09H10.2,0.9
K08F11.3.1,F53A2.6a,0.9
K08F11.3.1,Y45F10D.12.3,0.9
K08F11.3.1,F10B5.1.2,0.9
K08F11.3.1,D1007.12.2,0.9
K08F11.3.1,C16A3.9,0.9
K08F11.3.1,F07D10.1,0.9
K08F11.3.1,H06I04.4a.2,0.9
K08F11.3.1,C26F1.9,0.9
K08F11.3.1,F54C9.5,0.9
K08F11.4a,Y105E8A.19,0.8
K08F11.5,K08E3.6.1,0.9
K08F11.5,F21C10.7,0.9
K08F11.5,F35D2.5a,0.9
K08F11.5,T08H4.1c,0.9
K08F11.5,K08E3.7.2,0.8
K08F11.5,F55C7.7a,0.9
K08F11.5,R05G6.7,0.9
K08F11.5,F18G5.3,0.9
K08F11.5,F56A6.2a,0.9
K08F11.5,H08M01.2b,0.9
K08F11.5,F46H6.1,0.9
K08F11.5,F23H12.2,0.9
K08F11.5,K11E4.4a,0.9
K08F11.5,C01F4.2a,0.9
K08F11.5,T28F12.3,0.9
K08F11.5,Y67D2.2,0.9
K08F11.5,T19E10.1b,0.9
K08F11.5,C02G6.1,0.9
K08F11.5,C04D8.1c,0.9
K08F11.5,Y53C10A.4,0.9
K08F11.5,EEED8.9,0.8
K08F11.5,K03D3.10,0.9
K08F11.5,C24G6.8.1,0.9
K08F11.5,W02B12.8a,0.9
K08F11.5,R02F2.2,0.9
K08F11.5,F44E7.4a,0.9
K08F11.5,C11D9.1,0.9
K08F11.5,C16C2.3a,0.9
K08F11.5,K07D4.7a,0.9
K08F11.5,F09E10.8a,0.9
K08F11.5,Y116A8C.36a.1,0.9
K08F11.5,R07G3.1,0.9
K08F11.5,T23G11.5a,0.9
K08F11.5,Y34B4A.8b,0.9
K08F11.5,C14A11.3b,0.9
K08F11.5,C33D9.1a,0.9
K08F11.5,Y92H12BM.1,0.9
K08F11.5,C09G12.8b,0.9
K08F11.5,F12F6.5a,0.9
K08F11.5,F22E12.2,0.9
K08F11.5,Y37A1B.17a,0.9
K08F11.5,Y51H4A.3,0.9
K08F11.5,BE0003N10.2,0.9
K08F11.5,F23H11.4a,0.9
K08F11.5,F47A4.3a,0.9
K08F11.5,C35B8.2b,0.9
K08F11.5,F45H7.2a,0.9
K08F11.5,Y110A7A.10,0.9
K08F11.5,Y32F6B.3,0.9
K08F11.5,Y57G11C.10b,0.9
K08F11.5,T04C9.1a,0.9
K08F11.5,2RSSE.1b,0.9
K08F11.5,F54E2.3a,0.9
K08F11.5,K08E3.3b,0.9
K08F11.5,C09D1.1b,0.9
K08F11.5,C28F5.4,0.9
K08F11.5,C38D4.5,0.9
K08F11.5,Y70C5C.1,0.9
K08F11.5,F13E6.6,0.9
K08F11.5,C02G6.2,0.9
K08F4.11,ZK1320.1,0.65
K08F4.11,F13A7.10,0.65
K08F4.11,F11G11.3,0.65
K08F4.11,C29E4.7,0.65
K08F4.11,Y7A9A.1,0.65
K08F4.11,K12G11.4,0.65
K08F4.11,D2063.1,0.65
K08F4.11,K08F4.7,0.65
K08F4.11,T28A11.11,0.65
K08F4.11,H24K24.3b.1,0.65
K08F4.11,M176.2,0.65
K08F4.11,K12G11.3,0.65
K08F4.11,C53D5.5.1,0.65
K08F4.11,R03G5.5a,0.65
K08F4.11,R05F9.5,0.65
K08F4.11,C02D5.3,0.65
K08F4.11,W01A11.1,0.65
K08F4.11,Y45G12C.2,0.65
K08F4.11,C02D5.4,0.65
K08F4.11,C46F11.2a,0.65
K08F4.11,R11G1.3,0.65
K08F4.11,H14N18.4a,0.65
K08F4.11,F26E4.12,0.65
K08F4.11,R107.7.2,0.65
K08F4.11,F35E8.8,0.65
K08F4.11,C11E4.2,0.65
K08F4.11,F11G11.1,0.65
K08F4.11,K08F4.6,0.65
K08F4.11,ZK546.11,0.65
K08F4.11,T03D8.6b,0.65
K08F4.11,D2024.7.1,0.65
K08F4.11,R07B1.4,0.65
K08F4.11,Y57A10A.23,0.65
K08F4.11,R03D7.6a,0.65
K08F4.11,F37F2.3,0.65
K08F4.11,C11E4.1,0.65
K08F4.11,F11G11.2,0.65
K08F4.11,R05H10.5b.1,0.65
K08F4.11,R13D7.7,0.65
K08F4.2,K12H4.8,0.687
K08F4.6,ZK1320.1,0.65
K08F4.6,F13A7.10,0.65
K08F4.6,F11G11.3,0.65
K08F4.6,C29E4.7,0.65
K08F4.6,Y7A9A.1,0.65
K08F4.6,K12G11.4,0.65
K08F4.6,D2063.1,0.65
K08F4.6,K08F4.7,0.65
K08F4.6,K08F4.11,0.65
K08F4.6,T28A11.11,0.65
K08F4.6,H24K24.3b.1,0.65
K08F4.6,M176.2,0.65
K08F4.6,K12G11.3,0.65
K08F4.6,C53D5.5.1,0.65
K08F4.6,R03G5.5a,0.65
K08F4.6,R05F9.5,0.65
K08F4.6,C02D5.3,0.65
K08F4.6,W01A11.1,0.65
K08F4.6,Y45G12C.2,0.65
K08F4.6,C02D5.4,0.65
K08F4.6,C46F11.2a,0.65
K08F4.6,R11G1.3,0.65
K08F4.6,H14N18.4a,0.65
K08F4.6,F26E4.12,0.65
K08F4.6,R107.7.2,0.65
K08F4.6,F35E8.8,0.65
K08F4.6,C11E4.2,0.65
K08F4.6,F11G11.1,0.65
K08F4.6,ZK546.11,0.65
K08F4.6,T03D8.6b,0.65
K08F4.6,D2024.7.1,0.65
K08F4.6,R07B1.4,0.65
K08F4.6,Y57A10A.23,0.65
K08F4.6,R03D7.6a,0.65
K08F4.6,F37F2.3,0.65
K08F4.6,C11E4.1,0.65
K08F4.6,F11G11.2,0.65
K08F4.6,R05H10.5b.1,0.65
K08F4.6,R13D7.7,0.65
K08F4.7,F11G11.3,0.65
K08F4.7,K12G11.4,0.65
K08F4.7,T28A11.11,0.65
K08F4.7,H24K24.3b.1,0.65
K08F4.7,M176.2,0.65
K08F4.7,K12G11.3,0.65
K08F4.7,R03G5.5a,0.65
K08F4.7,R05F9.5,0.65
K08F4.7,C02D5.3,0.65
K08F4.7,Y45G12C.2,0.65
K08F4.7,R11G1.3,0.65
K08F4.7,H14N18.4a,0.65
K08F4.7,F26E4.12,0.65
K08F4.7,R107.7.2,0.65
K08F4.7,C11E4.2,0.65
K08F4.7,F11G11.1,0.65
K08F4.7,K08F4.6,0.65
K08F4.7,ZK546.11,0.65
K08F4.7,D2024.7.1,0.65
K08F4.7,R07B1.4,0.65
K08F4.7,Y57A10A.23,0.65
K08F4.7,R03D7.6a,0.65
K08F4.7,C11E4.1,0.65
K08F4.7,F11G11.2,0.65
K08F4.7,R05H10.5b.1,0.65
K08F4.7,R13D7.7,0.65
K08F4.7,ZK1320.1,0.65
K08F4.7,F13A7.10,0.65
K08F4.7,C29E4.7,0.65
K08F4.7,Y7A9A.1,0.65
K08F4.7,D2063.1,0.65
K08F4.7,K08F4.11,0.65
K08F4.7,C53D5.5.1,0.65
K08F4.7,W01A11.1,0.65
K08F4.7,C02D5.4,0.65
K08F4.7,C46F11.2a,0.65
K08F4.7,F35E8.8,0.65
K08F4.7,T03D8.6b,0.65
K08F4.7,F37F2.3,0.65
K08F4.9,F55G1.9,0.705
K08F8.1a.2,B0218.3,0.9
K08F8.1a.2,R13H8.1h,0.9
K08F8.1a.2,F42G8.3a,0.9
K08F8.1a.2,Y55F3BR.6,0.9
K08F8.1a.2,F52E1.7a,0.9
K08F8.1a.2,F54D5.8,0.9
K08F8.1a.2,C09B8.6a,0.9
K08F8.1a.2,F43D9.4,0.9
K08F8.1a.2,ZK909.2c,0.9
K08F8.1a.2,Y46H3A.2,0.9
K08F8.1a.2,F08H9.4a,0.9
K08F8.1a.2,R03G5.2.2,0.9
K08F8.1a.2,Y46H3A.3,0.9
K08F8.1a.2,C14F11.5b,0.9
K08F8.2,F17A9.3,0.525
K08F8.2,M04G12.1a,0.633
K08F8.2,C48E7.11,0.525
K08F8.2,ZK909.4,0.525
K08F8.2,K02F3.4.2,0.525
K08F8.2,T11B7.1,0.633
K08F8.4a,C44E4.3,0.9
K08F8.4a,F42D1.2,0.9
K08F8.4a,T10B11.1,0.9
K08F8.4a,D1007.6.2,0.74
K08F8.4a,K01C8.3b,0.8
K08F8.4a,C14F11.1a.2,0.9
K08F8.4a,T11B7.2a,0.633
K08F8.4a,Y39G8B.1b,0.9
K08F8.4a,ZK682.7,0.633
K08F8.4a,ZK829.2,0.9
K08F8.4a,C05D2.3,0.9
K08F8.4a,F09G8.7,0.633
K08F8.4a,T26C11.5,0.633
K08F8.4a,T03F6.1,0.9
K08F8.4a,C36B1.7,0.9
K08F8.4a,Y53H1A.1a,0.633
K08F8.4a,ZC196.6,0.633
K08F8.4a,T01C8.5.1,0.9
K08F8.4a,F58E10.5,0.633
K08F8.4a,C34G6.2,0.8
K08F8.4a,B0432.5a,0.8
K08F8.6,Y62F5A.1a,0.54
K08F8.6,ZK970.3,0.54
K08F8.6,C24H11.9,0.54
K08F8.6,F47A4.2,0.54
K08F8.6,Y54E5B.3a,0.54
K08F8.6,Y71H2B.6,0.54
K08F8.6,R12B2.5a.1,0.54
K08F8.6,C38C10.5c,0.54
K08F8.6,ZK546.13,0.54
K08F8.6,C55B7.9.1,0.54
K08F8.6,R144.9,0.54
K08F8.6,Y57E12AL.5,0.90018
K08F8.6,K08E3.8,0.54
K08F8.6,T09A5.6.1,0.54
K08F8.6,Y104H12D.1a,0.54
K08F8.6,W02F12.6,0.54
K08F8.6,Y113G7B.18b.2,0.54
K08F8.6,F32H2.2b,0.54
K08F8.6,H14E04.5,0.54
K08F8.6,F39B2.4b,0.90018
K08H10.4,C47B2.2.1,0.9
K08H10.4,F19B6.1d,0.9
K08H10.4,F25H2.5.1,0.9
K08H10.4,C37H5.6a,0.9
K08H10.4,Y105E8B.5,0.9
K08H10.4,M106.4b,0.9
K08H10.4,R08D7.6a,0.65
K08H10.4,C34F11.3c,0.9
K08H10.4,R07E4.4,0.8
K08H10.4,B0001.4,0.9
K08H10.4,ZC395.7,0.9
K08H10.4,C03C10.3,0.9
K08H10.4,C27H5.1,0.65
K08H10.4,ZK593.1a,0.9
K08H10.4,C32E12.2,0.65
K08H10.4,C55F2.1b,0.9
K08H10.4,T19B4.3,0.9
K08H10.4,F25H5.3e,0.9
K08H10.4,T23G5.1.1,0.9
K08H10.4,T04D3.3a,0.65
K08H10.4,F32D1.5,0.9
K08H10.4,T07C4.1.1,0.9
K08H10.4,ZK909.3.1,0.9
K08H10.4,T22D1.3a,0.9
K08H10.4,R05G6.5,0.9
K08H10.4,ZK563.7,0.8
K08H10.4,E01F3.1i,0.65
K08H10.4,F08C6.6,0.8
K08H10.4,Y71H10B.1c,0.9
K08H10.4,Y10G11A.1a,0.9
K08H10.4,BE0003N10.1,0.9
K08H10.7,F10G7.2,0.72
K08H10.7,F15B10.2,0.52
K08H10.7,K12H4.8,0.687
K08H10.7,F58G11.2a,0.9
K08H10.7,K05C4.6b,0.533
K08H10.7,F56D12.5a.1,0.72
K08H10.7,C16C10.3,0.9
K08H10.7,F38E1.7,0.533
K08H10.7,T20G5.11,0.783
K08H10.7,R04A9.2,0.9
K08H10.9,F46F11.9b,0.9
K08H10.9,F55A4.1,0.9
K08H10.9,C43H6.1,0.9
K08H10.9,B0412.3.2,0.9
K08H10.9,T01G1.3,0.9
K08H10.9,M04G12.2,0.9
K08H10.9,F55A11.2,0.9
K08H10.9,B0280.12b,0.9
K08H10.9,Y71G12A.2b,0.9
K08H10.9,T10F2.5,0.9
K08H10.9,C06E1.4,0.9
K08H10.9,F32B5.8,0.9
K08H10.9,Y67D2.1a.1,0.9
K08H10.9,Y57G11C.10b,0.9
K08H10.9,T09E8.3,0.9
K08H10.9,B0272.2,0.9
K08H10.9,ZK1098.5,0.9792
K08H10.9,ZC518.2,0.9
K08H10.9,Y113G7A.3,0.9
K08H10.9,Y57A10A.16,0.9
K08H10.9,Y77E11A.13a,0.9
K08H10.9,C39F7.4,0.9
K08H10.9,T04G9.3,0.9
K08H10.9,DC2.8,0.9
K08H10.9,W05H7.3,0.9
K08H10.9,B0361.10.1,0.9
K08H10.9,F12F6.6,0.9
K08H10.9,C56C10.7b.1,0.9
K08H10.9,C35C5.6,0.9
K08H10.9,F36D4.2,0.9
K08H10.9,K07A1.8.1,0.9
K08H10.9,M03E7.5.1,0.9
K08H2.1,F55B12.3a,0.9
K08H2.1,R09B3.4,0.9
K08H2.1,Y71G12B.15.2,0.9
K08H2.1,Y41C4A.10,0.9
K08H2.1,ZK1307.6,0.9
K08H2.1,Y67H2A.6b,0.9
K08H2.1,Y55F3AM.6a,0.9
K08H2.1,K08E3.7.2,0.9
K08H2.1,F59B2.5a,0.9
K08H2.1,F56D2.5,0.9
K08H2.1,C42D4.6,0.9
K08H2.1,Y38C1AA.2,0.9
K08H2.1,DY3.6,0.9
K08H2.1,Y54E10BR.3,0.9
K08H2.1,C06E2.7,0.9
K08H2.1,R01H2.6,0.9
K08H2.1,F25H2.9.1,0.9
K08H2.1,Y39A1A.12,0.9
K08H2.1,F54D10.1,0.9
K08H2.1,K11D2.1,0.9
K08H2.1,Y59A8A.1,0.9
K08H2.1,C02F5.7b.2,0.9
K08H2.1,ZK856.1,0.9
K08H2.1,T03F1.1.2,0.9
K08H2.1,ZK945.2.1,0.9
K08H2.1,F38H4.7.1,0.9
K08H2.1,F56F11.4b,0.9
K08H2.1,W02A11.3,0.9
K08H2.1,M60.7,0.9
K08H2.1,Y55F3AM.15,0.9
K08H2.1,BE0003N10.3,0.9
K08H2.1,C36B1.4.1,0.9
K08H2.1,K10B2.1,0.9
K08H2.1,F54F7.10,0.9
K08H2.1,H10E21.5,0.9
K08H2.1,D1022.1a,0.9
K08H2.1,C26B2.6,0.792
K08H2.1,C32F10.2,0.9
K08H2.1,ZK520.4a,0.9
K08H2.1,H38K22.2a,0.9
K08H2.1,C52D10.9,0.9
K08H2.1,Y108G3AL.1.2,0.9
K08H2.1,M02A10.3a,0.9
K08H2.1,ZK287.5.1,0.9
K08H2.1,C47D12.7a,0.9
K08H2.1,Y87G2A.9,0.9
K08H2.1,ZK455.1,0.9
K08H2.1,F11H8.1.2,0.9
K08H2.1,Y47D7A.1,0.9
K08H2.1,K08E7.7,0.9
K08H2.1,B0025.2.2,0.9
K08H2.1,C09G4.3,0.9
K08H2.1,Y37E11AR.2,0.9
K08H2.1,F52C6.12.1,0.9
K08H2.1,Y18D10A.5,0.9
K08H2.1,C23G10.4b.2,0.9
K08H2.1,Y82E9BR.15,0.9
K08H2.1,C32E8.11,0.9
K08H2.1,Y102A5A.1,0.9
K08H2.1,T28B8.3a,0.9
K08H2.1,C10G11.8,0.9
K08H2.1,Y110A2AM.1,0.9
K08H2.1,C06A8.4,0.9
K08H2.1,Y71F9AL.10.2,0.9
K08H2.1,C11H1.3,0.9
K08H2.1,F39H11.5,0.9
K08H2.1,C02F5.9,0.9
K08H2.1,T09B4.10.1,0.9
K08H2.1,Y105C5B.13,0.9
K08H2.1,F56H1.4,0.9
K08H2.1,ZK1010.1,0.9
K08H2.1,F25B5.4a.2,0.9
K08H2.1,C56G7.2,0.9
K08H2.1,C52D10.8,0.9
K08H2.1,W08G11.4,0.9
K08H2.1,F10G7.8.1,0.9
K08H2.1,C47E12.5a.1,0.9
K08H2.1,F36F2.3a,0.9
K08H2.1,B0205.3.1,0.9
K08H2.1,F48E8.7a,0.9
K08H2.1,F40G9.3,0.9
K08H2.1,T28B8.4,0.9
K08H2.1,Y41C4A.12b,0.792
K08H2.1,H06I04.4a.2,0.9
K08H2.1,M7.5,0.9
K08H2.1,F39B2.2.1,0.9
K08H2.1,C39F7.2a,0.9
K08H2.1,D1054.2.2,0.9
K08H2.1,Y39A1C.2,0.9
K08H2.1,F28F5.3c,0.9
K08H2.1,K08D12.1,0.9
K08H2.1,F56D2.2,0.9
K08H2.1,Y71G12A.3,0.9
K08H2.1,F25H2.8,0.9
K08H2.1,F58A4.10,0.9
K08H2.1,Y110A2AM.3,0.9
K08H2.1,C52D10.7,0.9
K08H2.1,K07D4.3,0.9
K08H2.1,Y92H12A.2,0.9
K08H2.1,F46A9.5.3,0.9
K08H2.1,R10A10.2,0.9
K08H2.1,C06G3.9.1,0.9
K08H2.1,K05C4.1,0.9
K08H2.1,F23F12.6,0.9
K08H2.1,F47H4.10,0.9
K08H2.1,F44G3.6.2,0.9
K08H2.1,Y65B4BR.4a,0.9
K08H2.1,F40G9.17,0.9
K08H2.1,B0432.13.2,0.9
K08H2.1,C28G1.10,0.9
K08H2.1,Y49E10.1,0.9
K08H2.1,D2045.6,0.9
K08H2.1,F23F1.8a,0.9
K08H2.1,C35B1.1,0.9
K08H2.1,F56B3.12,0.9
K08H2.1,R12H7.5,0.9
K08H2.1,F45H11.2,0.9
K08H2.1,Y54E5B.4,0.9
K08H2.1,Y53G8AR.5,0.9
K08H2.1,C14C10.5a,0.9
K08H2.1,C44B7.1,0.9
K08H2.1,F35D6.1a,0.9
K08H2.1,C52D10.6.1,0.9
K08H2.1,CD4.6,0.9
K08H2.1,F53G12.5b,0.9
K08H2.1,ZK1251.9,0.9
K08H2.1,K07C11.2.2,0.9
K08H2.1,C13G3.3c,0.9
K08H2.1,C17H11.6d,0.9
K08H2.1,C03C10.1.1,0.9
K08H2.1,Y110A7A.14.1,0.9
K08H2.1,ZK20.5.2,0.9
K08H2.1,D2045.8,0.9
K08H2.1,F57B9.10a,0.9
K08H2.1,Y47D7A.8,0.9
K08H2.1,T22D1.9.1,0.9
K08H2.1,T06D8.8.1,0.9
K08H2.1,Y54E10A.11,0.9
K08H2.1,T01E8.4,0.9
K08H2.1,F38H4.9.2,0.9
K08H2.1,C47B2.4,0.9
K08H2.1,W03H1.2,0.9
K08H2.1,T12E12.1,0.9
K08H2.1,B0403.2,0.9
K08H2.1,C12C8.3a.1,0.9
K08H2.1,Y110A2AR.2,0.9
K08H2.1,K04G2.8b,0.9
K08H2.1,F13B10.1c,0.633
K08H2.1,B0547.1,0.9
K08H2.1,C06E2.3,0.9
K08H2.1,F48E8.5.2,0.9
K08H2.1,ZK177.6,0.9
K08H2.1,Y67D8C.5h,0.9
K08H2.1,Y54G2A.31,0.9
K08H2.1,Y38A8.2,0.9
K08H2.1,R12H7.3,0.9
K08H2.1,Y49F6B.9a,0.9
K08H2.1,F27D9.5,0.9
K08H2.1,R12E2.3,0.9
K08H2.1,Y37H2C.2,0.9
K08H2.1,T20F5.2,0.9
K08H2.1,Y60A3A.18,0.9
K08H2.1,Y48G8AL.1,0.9
K08H2.1,C34D10.2b.1,0.9
K08H2.1,C15H11.7,0.9
K08H2.1,K04A8.6,0.9
K08H2.1,Y94H6A.6,0.9
K08H2.1,C30C11.2,0.9
K08H2.1,C44E4.1a,0.9
K08H2.1,C52E4.4.1,0.9
K08H2.1,F46A9.4,0.9
K08H2.1,Y66D12A.9,0.9
K08H2.1,R12E2.1,0.9
K08H2.3,C44B9.2,0.633
K08H2.6,C04F1.3,0.527
K08H2.6,F37D6.2c.1,0.527
K08H2.8,Y40B10A.2,0.633
K08H2.9,C18G1.3b,0.8
K08H2.9,K09C8.4,0.9
K09A9.1,C12D8.10b,0.9
K09A9.1,F28H6.1a,0.9
K09A9.2.1,H09G03.2b,0.9
K09A9.2.1,DY3.7,0.9
K09A9.2.1,ZC504.2,0.9
K09A9.2.1,Y22F5A.3b,0.9
K09A9.2.1,C04A11.4,0.9
K09A9.2.1,C25D7.7,0.9
K09A9.2.1,T13G4.3,0.9
K09A9.2.1,ZK1058.2,0.9
K09A9.2.1,K11G12.4a,0.9
K09A9.2.1,Y67D2.1a.1,0.9
K09A9.2.1,B0416.1,0.9
K09A9.2.1,C07G1.1,0.9
K09A9.2.1,T25G12.4,0.9
K09A9.2.1,D2096.3.3,0.9
K09A9.2.1,W01H2.3b,0.9
K09A9.2.1,F14D12.4a,0.9
K09A9.2.1,C39F7.4,0.9
K09A9.2.1,F54D1.5,0.9
K09A9.2.1,C18A3.6a,0.9
K09A9.2.1,K11G12.3,0.9
K09A9.2.1,D2013.1,0.9
K09A9.2.1,R01E6.4,0.9
K09A9.2.1,Y25C1A.5,0.9
K09A9.2.1,D1037.4,0.9
K09A9.2.1,C04G6.3,0.9
K09A9.2.1,W03C9.3.2,0.9
K09A9.2.1,H06H21.10f,0.9
K09A9.2.1,K11G12.2,0.9
K09A9.2.1,Y45F3A.2,0.9
K09A9.2.1,R05F9.12,0.9
K09A9.2.1,C05C12.3,0.9
K09A9.2.1,Y62E10A.9.1,0.9
K09A9.2.1,F09E8.7a,0.9
K09A9.2.1,K03E6.5b,0.9
K09A9.2.1,F53F10.4,0.9
K09A9.2.1,H17B01.1b,0.9
K09A9.2.1,Y69A2AR.4,0.9
K09A9.2.1,F08C6.4a,0.9
K09A9.2.1,B0280.1a,0.9
K09A9.2.1,F52D10.5,0.9
K09A9.2.1,F26H9.6,0.9
K09A9.2.1,M57.2a.1,0.9
K09A9.2.1,R09B5.11,0.9
K09A9.2.1,F56A8.1b,0.9
K09A9.2.1,F43D9.2,0.9
K09A9.2.1,Y71H9A.3.1,0.9
K09A9.2.1,Y110A7A.3,0.9
K09A9.2.1,Y71H2AM.12,0.9
K09A9.2.1,Y47D3A.25,0.9
K09A9.2.1,Y57G11C.10b,0.9
K09A9.2.1,R07B1.12,0.9
K09A9.2.1,Y87G2A.4,0.9
K09A9.2.1,F32A6.5c,0.9
K09A9.2.1,T23H2.5.2,0.9
K09A9.2.1,F53H1.3a,0.9
K09A9.2.1,T01H8.5a,0.9
K09A9.2.1,K11G12.7,0.9
K09A9.2.1,F41G4.3a,0.9
K09A9.2.1,Y71H9A.2,0.9
K09A9.2.1,F53G12.1.1,0.9
K09A9.2.1,Y92C3B.3b,0.9
K09A9.2.1,ZK792.6,0.9
K09A9.2.1,W04G5.2a,0.9
K09A9.2.1,T08G11.5.2,0.9
K09A9.2.1,T14G10.6,0.9
K09A9.2.1,R10E11.8.2,0.9
K09A9.2.1,Y97E10AR.7.2,0.9
K09A9.2.1,C44E4.1a,0.9
K09A9.2.1,F21F3.5,0.9
K09A9.2.1,K02E10.1,0.9
K09A9.2.1,T01B7.3,0.9
K09A9.4,ZK377.2b,0.9
K09A9.4,F53H8.2,0.9
K09A9.4,ZK1010.1,0.9
K09A9.4,F25B5.4a.2,0.9
K09A9.4,H06I04.4a.2,0.9
K09A9.5,Y63D3A.7,0.72
K09A9.5,MTCE.11,0.72
K09A9.5,C18E9.4,0.54
K09A9.5,MTCE.25,0.72
K09A9.5,W01A8.4,0.72
K09A9.5,T26A5.3,0.8
K09A9.5,C16A3.5.2,0.54
K09A9.5,MTCE.4,0.72
K09A9.5,C09H10.3,0.72
K09A9.5,Y45G12B.1a,0.72
K09A9.5,Y53G8AL.2,0.9
K09A9.5,C25H3.9a,0.72
K09A9.5,ZK1128.1.1,0.9
K09A9.5,T10E9.7a,0.9
K09A9.5,F22D6.4.2,0.54
K09A9.5,Y54E10BL.5,0.72
K09A9.5,T20H4.5,0.9
K09A9.5,K04G7.4a.1,0.54
K09A9.5,W10D5.2.1,0.9
K09A9.5,F31D4.9,0.72
K09A9.5,ZK973.10.2,0.72
K09A9.5,Y57G11C.12b.1,0.72
K09A9.5,Y69A2AR.3,0.54
K09A9.5,C33A12.1,0.72
K09A9.5,F45H10.3,0.72
K09A9.5,MTCE.16,0.72
K09A9.5,MTCE.34,0.72
K09A9.5,Y54F10AM.5,0.54
K09A9.5,C34B2.8,0.72
K09A9.5,F53F4.10,0.72
K09A9.5,F44G4.2,0.72
K09A9.5,MTCE.35,0.72
K09B11.1a,F35C8.2,0.9
K09B11.1a,F25B4.2,0.9
K09B11.1a,K08A8.1a,0.9
K09B11.1a,F42G10.2,0.9
K09B11.1a,VZC374L.1,0.9
K09B11.1a,Y110A7A.2,0.9
K09B11.1a,ZK1010.1,0.9
K09B11.1a,F25B5.4a.2,0.9
K09B11.1a,H06I04.4a.2,0.9
K09B11.1a,F39B2.2.1,0.9
K09B11.1a,F45G2.6,0.9
K09B11.1a,ZC449.3b,0.9
K09B11.1a,F35C8.1,0.9
